Reviewer Name,Review Text,Star Given,Publish Date
Yanti,"Tempat ini merupakan salah satu tempat yang masih konsisten menyajikan pertunjukan Ramayana. Para penarinya adalah penari2 profesional. Pertunjukan berlangsung selama 90 menit, dengan diiringi musik gamelan. Anda dapat memilih paket dinner dan Ramayana, dinner saja atau pertunjukan saja. Makan malam yang disajikan dalam bentuk prasmanan, termasuk sangat lengkap variasinya.",5,2018-11-12T16:08:20.655Z
Nadia Kencana,"What a great Ramayana ballet. The dinner was amazing, plenty of dishes. Good ambiance both outdoor and gazebo. ♥️♥️♥️",5,2018-11-10T15:54:06.051Z
Karol D,,3,2018-11-10T07:49:27.472Z
Josua Wicaksono,,2,2018-11-09T20:03:42.369Z
Henry Bos,,5,2018-11-08T05:29:10.992Z
Frisyandi Abiedinsyah,,5,2018-11-06T07:18:33.004Z
Herry Rachmat Widjaja,,5,2018-11-02T08:24:17.993Z
Nur Rokhman,tempat cantik,5,2018-11-01T11:34:30.616Z
Yusmawati,,4,2018-10-28T15:28:39.480Z
Gustavo Thomas,,4,2018-10-26T08:24:32.644Z
wina s,Domestic tourist so noisy,4,2018-10-25T13:33:40.286Z
PONGandaran Tourist Guide,,3,2018-10-18T09:37:08.428Z
BiyantoDriverjogja Biyanto,Ramayana ballet yg ada di kota jogjakarta tepatnya dipurawisata,5,2018-10-17T05:18:45.842Z
agung wibowo,,5,2018-10-12T17:56:21.897Z
HADI SUSANTO,,5,2018-10-09T17:23:21.309Z
Bimo Aji Pratama,,4,2018-10-03T18:03:55.355Z
Nicko Ashoka,Base cam,5,2018-09-29T05:19:20.847Z
Teguh setia aribowo,dinner is good and also performo,4,2018-09-26T10:18:51.132Z
Indra Pratiwi,,4,2018-09-19T07:32:30.387Z
Fahri Tri Setio,bagus sih tempatnya tuh,4,2018-09-17T14:04:34.999Z
Anneriek Dam,,3,2018-09-12T04:53:46.431Z
adhi seputra,,4,2018-09-12T04:18:11.712Z
inanda laselly,"Tempat yg nyaman dengan sajian makan malam yg nikmat, disajikan secara buffet dengan pilihan makanan yg cukup banyak. Disarankan ketika akan berkunjung bisa reservasi terlebih dahulu. Setelah menikmati santap malam pada pukul 20.00 pertunjukkan ramayana akan di mulai, jangan khawatir jika anda tidak memahami cerita karena disaat anda memasuki ruangan pertunjukkan anda akan di berikan selembar kertas yg berisi cerita ramayana. Tempat ini juga cocok untuk pilihan makan malam dan wisata bersama keluarga. Happy hollyday 🌻",4,2018-09-02T00:53:08.261Z
MARCO VAN GEERTSOM,"The best professional Ramayana dancetheatre in town,  with an awesome continious performance for 38 years.",3,2018-08-31T10:57:19.293Z
Yuli Irmawati,I love the ramayana ballet. Its one of Indonesia best heritage. They performed everday from 8 pm - 9.30 pm,5,2018-08-29T14:58:24.596Z
Atik Handayani Java Tour Guide,,5,2018-08-27T12:57:51.350Z
jogja car driver,,5,2018-08-23T02:47:57.415Z
Peter Eka Rosadi,,4,2018-08-21T21:23:20.252Z
Rob Za,"Best part of the show was a rat running fast on the roof behind the dancers... tourist trap.

They mentioned drinks (water or beer) were included in the buffet price but that was not true. Pointless to discuss that with the floor manager as they don't or don't want to understand english well.",1,2018-08-20T12:37:14.936Z
maz ragil,,4,2018-08-20T02:51:42.357Z
Kiki Rostiawan,,5,2018-08-18T06:01:35.525Z
Bambang Udoyono,,5,2018-08-17T06:56:00.374Z
katalog jajan jogja,Kurang kelola,2,2018-08-16T07:26:13.901Z
mey natalia,"Purawisata merupakan alternatif yang sangat baik untuk melihat pertunjukkan Rama Shinta indoor.
Konsep yang baik dan menarik ditemui di Purawisata...
Terdapat konsep outdoor dilengkapi dengan sentuhan tradisional khas Yogyakarta, dengan menu makanan yang tidak kalah lezatnya...",5,2018-08-15T10:08:11.944Z
Reni Nurpertiwi,"Ke sini ane menuhin undangan temen ane yang maried. Btw happy wedding ya sista. Oks let's begin for review, parkir mobil dan motor outdoor lumayan cukup buat dua set mobil kesampingnya banyak juga sih. Masuk di sambut air mancur dan tanaman adem, ada dua pendopo utama yang satu buat restoran ini, yang satu di sewa temen ane untuk tamu vip. Overall bagus lokasi nya""Garden"" didukung sama cuaca yang sepoi-sepoi. Time's to dinner yaaap waktunya review makanannya. Makanan lumayan enak, tapi ada beberapa yang kurang cocok di lidah ane (selera orang). Bersyukur sudah kenyang sama suasananya yang ""rancakbanak""

Semoga bermanfaat
Monggo mlipir mampir",3,2018-08-13T09:47:53.329Z
Feri Siregar,Tiap hari main,4,2018-08-13T07:42:12.834Z
Hery Malmsteen Cah 90an YK,"Dulu tempat paling LEJEN di JOGJA, sekarang tinggal kenangan",3,2018-08-08T13:47:56.438Z
Fido Diandra Pratama,Bagus,4,2018-08-05T14:37:33.070Z
Say Bintang,"Selain kita bisa makan malam dg gaya party garden,kita juga bisa menonton pertunjukan wayang orang",4,2018-07-31T04:22:46.649Z
Sakha elite cees,Lumayan bagus buat liburan keluarga,5,2018-07-22T07:42:37.398Z
KOCAK FAMILY,Nice place to learn traditional dances. Great atmosphere wirh delicious food,5,2018-07-21T05:12:07.761Z
Ramadhan Purbo Sejati,,4,2018-07-19T00:32:41.841Z
Alfi Arafah,,4,2018-07-17T06:34:57.396Z
Wɛɳiɳg Hɛʀɳѳwѳ,,4,2018-07-15T08:22:17.704Z
Thompson Kersey,"Culture at the best. Nice place. Though I felt sleepy with the music.
Leader dancer awesome while others seems undisciplined.
Foods tasted so good.",2,2018-07-15T07:13:38.496Z
Septina Cahyani,Nice place..Ramayana ballet show was very good..Like it very much..Will visiting there next time...Indonesia Bagus,4,2018-07-12T00:22:57.668Z
Zola Zara,"Rindang, desain bangunan jawa ok lawasan, keren",5,2018-07-10T17:41:43.887Z
Yudi Febriyanto,,5,2018-07-09T12:09:19.000Z
vic. nathali,Setiap hari selalu ada pertunjukan.,5,2018-07-04T09:17:35.715Z
Topan Murdox,Nyaman,5,2018-07-04T05:13:48.697Z
cici hidayati,,4,2018-07-03T13:22:39.975Z
ren Rs,,4,2018-07-01T16:59:41.721Z
prima sukma,Monyet kecilnya lucuuuu... Gemeshhhh,5,2018-06-26T14:11:45.445Z
Aditya Pratama,Udah g ada wahana wisatanya,3,2018-06-24T10:54:16.699Z
Petra Elang,Kesini saya sarankan pesan melalui traveloka akan mendapatkan harga murah. Kesini disambut dengan gong dan taman yang cantik. Untuk jadwal tariannya jam 20.00 setiap hari. Yang datang kebanyakan turis luar negeri dibanding turis lokal. Pertunjukannya sangat apik pokoknya rekomended,5,2018-06-21T02:53:41.578Z
Edy San,"Untuk para penikmat seni budaya, tentunya suka dengan pertunjukan ramayana ballet di situ. Diselenggarakan setiap malam pukul 20.00 Wib.",5,2018-06-19T06:33:05.284Z
Ike Hamdan,Dance into the epos of Ramayana,5,2018-06-17T05:48:53.448Z
Nina A,,5,2018-06-16T23:57:26.351Z
Bapak Budiono,Suka,5,2018-05-31T08:54:50.383Z
Cahyo Pribadi,,4,2018-05-30T02:58:41.163Z
Svet Llama,"The food is good.
The buffet offers plenty of various (more or sell) international dishes.
The ballet is a disappointment.
It is not really exciting. But the costumes are nice.
After the show it is okay to take pictures with the actors and actresses.",3,2018-05-27T18:36:09.136Z
Hendik,,3,2018-05-26T18:18:12.782Z
Tania Kiut,,4,2018-05-23T04:48:26.948Z
Kredo Jati,,5,2018-05-22T07:14:18.795Z
Vanya Rahmawati,,4,2018-05-21T10:06:24.720Z
Timbul Nugroho,Untuk yg keempat kalinya anakku drumband di lokasi ini,5,2018-05-13T05:08:14.966Z
yolanda Houben,mooi en gezell8g,5,2018-05-10T13:23:35.001Z
Bayu Adhy Permana,Tempatnya bagus...,4,2018-05-10T01:17:24.649Z
irwan selendra,,2,2018-05-05T06:02:01.043Z
Nia Amelia,nice place,5,2018-05-02T12:10:36.222Z
r10. note-Y2K,"Letaknya strategis, bisa bersantai dan rehat sejenak setelah belanja-belanja di Jogja",3,2018-05-01T13:52:24.904Z
Aditya Pratama,,4,2018-04-29T11:03:50.523Z
Eko Wahju Widjojanto,,4,2018-04-23T08:51:55.627Z
Eddy Setyawan,Purawisata Jaman Now,3,2018-04-18T04:46:27.014Z
Wahyu Hadiwijaya (Wahyu),Alternative for Ramayana Ballet,5,2018-04-16T10:11:36.271Z
Fajar Wicaksono,,5,2018-04-11T12:15:13.265Z
Handriy,,5,2018-04-08T16:38:34.132Z
Vista Jufidah,,5,2018-04-02T06:08:02.193Z
Rasti Setya,"Paket dinner + tiket nonton tari ramayana cukup worth it. Makanannya enak banget, suasana restonya juga cakep.
Tari ramayana bagus, tapi naratornya kurang jelas terdengar. Pace tariannya lambat, dengan ending yang terlalu cepat. Durasi tari yg 1,5 jam jadi terasa lama.",4,2018-04-01T05:35:38.359Z
Andi Haryadi (Aji Jogja),"Nama Mandira yang berasal dari usulan seorang mahasiswa bernama Zakariya Pamuji A, warga Umbulharjo, Jogja.

Selanjutnya dewan juri melengkapi nama Mandira dengan kata Baruga yang berasal Makkasar, dan dilengkapi dengan tagline, Yogya Gerbang Budaya Dunia.

Budayawan Emha Ainun Nadjib yang juga dewan juri mengatakan, kata Mandira berasal dari bahasa Sansekerta yang berarti ruang Illahi. Sementara arti kata Baruga adalah tempat yang terhormat, kata ini berasal dari bahasa Bugis-Makassar.

“Dalam kata Mandira-Baruga terkandung doa tentang kesucian yang mendasari seluruh dinamika seni dan budaya untuk membangun Jogja menjadi gerbang dunia,” ujar Emha yang akrab disapa Cak Nun itu.

Purawisata sengaja melakukan pergantian nama karena ingin naik kasta. Pasalnya, selama ini Purawisata hanya identik sebagai tempat hiburan terutama musik dangdut. Nama baru ini diharapkan bisa menjadi representasi Purawisata yang akan berubah menjadi rumah kebudayaan bagi seluruh kesenian di Jogja.",5,2018-03-28T01:47:51.700Z
istikana10,,5,2018-03-26T01:38:31.584Z
Septyani Putri,"Tempat ini menyediakan hiburan Ramayana Ballet, tourist dari berbagai negara sering berkunjung untuk dinner dan nonton, wisatawan local juga tak jarang ada yang menonton. Disini juga ada Cafe yang menyediakan menu A La Carte, jika ingin menginap juga di sediakan hotel.",5,2018-03-15T05:29:34.998Z
cheirenest syifa,,1,2018-03-13T09:27:18.478Z
Nur Hamidah,,4,2018-03-11T08:51:42.314Z
Jogja Star Transport & Tour,Dinner @purawisata,4,2018-03-05T02:19:35.721Z
pulsa1 com,,5,2018-03-01T03:30:21.908Z
Awan Langit,"Sangat bagus, tempat nyaman, santai, tenang, dan enak pokoknya.",5,2018-02-27T17:27:36.179Z
Indera Gunawan,An ancient vibe is in the middle of modern atmosphere.,4,2018-02-20T23:13:00.885Z
Devi Nur Jayanti,,4,2018-02-16T07:40:14.145Z
Rony Ahmad Querido,,3,2018-02-13T04:56:55.561Z
Ditto Anggoro,Bekas Purawisata,4,2018-02-11T16:49:45.814Z
Arini K,,4,2018-01-30T12:11:18.805Z
Aris Nugroho Pranoto,Great Javanese Ramayana Show in the middle of Jogja Downtown.,5,2018-01-27T08:02:13.477Z
dwikz ae,,5,2018-01-21T16:09:29.076Z
Joy Rondon,"Overall the place is nice and well kept. Service is great. But the Ramayana Ballet itself is a little disappointing. The lead characters were good, but the other dancers were just all over the place.",3,2018-01-20T07:24:22.371Z
Yash Agarwal,Good,5,2018-01-10T17:16:14.867Z
ahid abdul,,5,2018-01-05T07:43:19.089Z
Mu Nardi,Ada live musicnya tiap minggu...,5,2017-12-31T08:20:05.982Z
Ririn Darmawan,Ramayana Ballet Performance and local buffet dinner.,4,2017-12-19T02:00:53.058Z
Cahya Dewa,,2,2017-12-16T05:05:14.233Z
luhur wibowo,"Untuk makan malam + pertunjukan sendra tari Ramayana tempat ini cukup bagus. Makanan buffet dengan pilihan yang banyak dan asli enak. Terletak masih di lingkungan kota dan mudah untuk ditemukan. Sendratari Ramayana sendiri dipentaskan mulai pukul 8.00 WIB sampai pukul 9.30 WIB. Anda akan mendapatkan selembar fotokopi mengenai kisah Ramayana yang akan Anda saksikan dalam berbagai bahasa. Bila Anda bersama pengguna bahasa Prancis, Belanda, Jerman, atau Jepang pun ada sinopsisnya., jangan khawatir.",4,2017-12-13T08:52:18.976Z
Raditya W Pradana,,5,2017-12-07T23:28:52.067Z
Aditya Priambodo,,4,2017-12-02T12:03:03.065Z
Stephanie Ng,Interesting ballet. The younger performers need more practise. But otherwise a very enjoyable evening,4,2017-11-24T15:25:30.555Z
JOGJA STAR Transport,Dinner ahh,4,2017-11-20T02:00:58.349Z
Tamy Rinaldi,Nice place. Has nice restaurant. But the performance wasn't at least as expected. I don't think most of the performers even gave their average effort. They look tired and like they're just repeating moves.,3,2017-11-13T03:56:39.958Z
Rizki Raharjo,,4,2017-11-04T15:47:10.909Z
Suyash Vaishnav,,4,2017-11-03T09:12:39.126Z
Joko Pariyanto,Oke,5,2017-11-01T04:37:51.203Z
Tulus Darsono,,2,2017-10-15T04:37:48.450Z
endah windiastuti,,3,2017-10-06T04:20:22.764Z
Hence Herman Wagiu (Hence),Tempat enak untuk menginap dan makan malam,4,2017-10-05T04:18:33.627Z
nova timurhpp,,3,2017-10-04T13:42:48.891Z
Brigida Arie Minartiningtyas,,2,2017-10-01T02:43:17.186Z
iman potter,,4,2017-09-28T11:39:05.270Z
CS Lew,,4,2017-09-24T17:16:04.674Z
bege carolus,Gedung pertunjukan.. Spt ampi teather.. Nice for performing..,5,2017-09-11T10:07:33.889Z
Khrisna Bhakti,Dinner sambil menikmati sendratari ramayana,4,2017-09-05T14:22:20.492Z
Morgan L,Magnifique !!!,4,2017-08-31T18:32:28.646Z
susanto santo,Pertujujan seni seni tradisi,5,2017-08-27T07:29:37.927Z
Julia United Angel,,5,2017-08-25T04:26:14.457Z
Arom Rome,"Tempat asik buat berenang,khusus anak anak ada yang dewasa juga air bersih
Tidak seramai dulu",4,2017-08-23T15:53:08.157Z
Nur Ismanto,"Tempat bermain anak anak yang nyaman, tapi sekarang sudah nggak buka lagi",4,2017-08-21T14:08:11.482Z
Anastasya Jeane,,5,2017-08-21T11:53:57.948Z
Kenny Amelia,"This is interesting Place to visit especially for tourist attractions.
The place is wide enough for entertainment, as well as for dinning. Here people can enjoy the cultural Show of Ramayana Ballet Dance which performed very beautiful plaid with full appreciation characteristic.
Beside the Culture Show, there are two corner of Electone live Music.  ..and another small Group Band.
Traditional Foods Buffet Dinner set up facing to the wide garden.
public toilets are available .
This place is very easy to find beside the location on the main street, this place is also very famous..nearly all Taxi drivers and Andong drivers familiar with this place..",3,2017-08-19T13:52:20.297Z
Winda Suci,,4,2017-08-09T14:29:30.293Z
hlimkoe,Parkir luas.,3,2017-07-31T09:20:07.627Z
Dodie Satrio Wibowo,,5,2017-07-27T02:14:06.514Z
Reno Semut ireng,,5,2017-07-24T07:56:25.446Z
rhista marini,,4,2017-07-17T15:20:53.598Z
TAN SHAKA Purbaya,Tempat semacam ampi theater cocok untuk pecinta budaya,3,2017-07-15T08:01:14.310Z
Eddy Suryawan,,2,2017-07-10T08:55:01.807Z
Budi K,Ada pertunjukan tari kolosal Ramayana,4,2017-07-06T08:02:18.251Z
Agus Setyoko,Tempat setrategis...kamar hotel Bagus Fasilitas Oke...,5,2017-07-06T02:41:41.412Z
Taufan Putra P,Tempat main masa kecil,5,2017-07-05T03:05:15.506Z
ari wibawa,Good garden,4,2017-07-04T13:58:48.797Z
Haryati IstiQomah,The performance are beautiful!!! Glad was be there,5,2017-07-02T14:14:08.565Z
Luthfa Rusydaniah,Excited banget sama tempat dan pertunjukannya,4,2017-06-30T18:10:22.727Z
Irene Fitria Rosita Wardani,,5,2017-06-17T13:10:10.305Z
Rifky Hendrawan,Bersih,3,2017-06-17T02:27:07.887Z
Dwi Andriyanto,adem tempatnya,3,2017-06-06T09:47:32.659Z
Rahmat Tri Setiawan,,3,2017-05-26T21:24:29.663Z
Wahyu Nugraha,,5,2017-05-26T16:30:40.048Z
Wahyu Wied,,4,2017-05-25T14:53:54.426Z
Bang Raju,,5,2017-05-23T11:05:36.821Z
Anakisidaa,"Tempat wisata, pertunjukan Ramayana, parkir bus pariwisata",4,2017-05-22T01:06:15.655Z
Ani Yuriyah,,3,2017-05-13T16:03:24.909Z
Willem Helmink,Erg leuke Javaans/Japanse dansvoorstelling en leuk restaurant. Mooie verlichting en live band ter begeleiding. Voorstelling Ramayana.,4,2017-04-22T15:23:54.286Z
Mr. Wahyono,Pertunjukan tradisional wayang orang,5,2017-04-18T11:07:40.211Z
Iwan van der weide,"Food is realy for toerist and ballet is not synchroon little chaos.
Personal to expensief for what you become.",2,2017-04-15T06:31:04.150Z
famous djava,"Another place to watch Ramayana Ballet live performance,,",5,2017-03-14T16:23:35.565Z
Caitlin Hawthorne,My husband and I had a wonderful experience. Regarding the previous comment about the buffet dinner - it was delicious!! And it seems like they have many vegetarian options... The ballet was very cool - nothing we've ever experienced before. The costumes were amazing! We'd definitely recommend this to others. Thank you!,4,2017-02-19T07:13:52.358Z
priyohandoko “Priyo guide jogja” mulyo,"Satu utk semua...
Komplit..
Kuliner... penginapan... theater.",4,2017-02-08T23:26:36.097Z
Andri Setyawan,Baju-bajunya lengkap,5,2016-12-31T02:58:41.017Z
NotUr Bae,,4,2016-12-23T22:10:40.692Z
Chrisnaety Silaban,Dekat pull bis,3,2016-12-01T13:11:52.093Z
Nuraini Bani Firmani,,5,2016-11-21T13:04:12.553Z
Fredi Ann,"First of all: there are two Ramayana Ballets in Yogykarta and this one is the most amateur of the two. We thought we were booking tickets for the indoor ballet (rainy season) at Prambanan Temple online and ended up with tickets for here--the system is confusing and honestly we felt mislead by the time we realized what had happened and really disappointed when we saw the photos of Prambanan compared to our experience--much smaller and less professional. We also were really disappointed about the food--we are both vegetarian and there was hardly anything to chose from. I basically ended up paying 10 dollars for chips, white rice and some green vegetables. Plus that didn't even include water only tea and coffee. We have had three buffets here and this is the worst by far. The show itself was not bad but again it was overpriced--we paid $25 each for the show when the more professional one is $10 for the lowest price ticket. So we ended up feeling really ripped off at the end of it all.",1,2016-11-08T15:31:19.669Z
PakBe Auto,,4,2016-10-26T08:05:32.607Z
thomas raharto,,3,2016-10-06T23:46:38.800Z
Aji Yakin,"Nice food, cozy place with a little bit touch of Indonesian culture.",4,2016-10-04T01:56:20.035Z
ponkge,,4,2016-09-01T19:55:34.574Z
Eugene Gorny,Amazing show and a decent buffet dinner.,5,2016-08-24T05:45:07.446Z
M Agila,Enak untuk menikmati hiburan,5,2016-08-15T04:43:27.388Z
Syarif fish dan Vivian Aquarium,,2,2016-08-07T00:42:41.434Z
Leo C,Bagus,3,2016-07-31T05:11:50.493Z
AQILA TRANS JOGJA,,4,2016-06-23T17:59:56.378Z
Eko WKC,Tempat lumayan menyejukan hati,4,2016-06-17T04:07:23.486Z
Garry Rarung,,1,2016-06-14T03:41:20.131Z
Yati Budiawati,,4,2016-06-05T22:46:59.086Z
endit harjono,,4,2016-05-13T02:03:21.460Z
nur rafsanjani,"Personally, this is Better than ramayana ballet in prambanan temple, the performance is astonishing. Hanoman and his army even climb to the stage roof, bringing the best atmosphere of story to the audience. Best of luck to the ballet group, we REALLY enjoy it",5,2016-04-30T14:27:39.231Z
Agung ocean Star,indoor sendratari ramayana,4,2016-03-11T11:29:42.282Z
Tales of Digital Footprint,Pura wisata ini masih buka atau tidak ya? Terakhir lihat kok sudah ditutup seng,3,2016-02-02T16:39:51.906Z
Dr Aris,,5,2016-02-01T10:31:05.470Z
isabella ramayanaballet,One Destination Places to see Ramayana Ballet and Beauty Garden at Gazebo Garden Restaurant ..,5,2016-01-25T08:27:14.315Z
Yudith Ananda,Semua staff Purawisata sangat ramah. Mereka tidak membedakan antara turis asing dengan turis lokal. Terus pertahankan!,5,2016-01-02T03:05:00.500Z
Iin Agustina,,3,2015-11-08T13:49:57.795Z
Rinto Eko,,5,2015-09-28T16:59:02.441Z
sutar yana,,1,2015-08-29T22:21:06.665Z
Ade Darus,Nice and good performance.,4,2015-08-03T14:35:44.939Z
Muchlisin Muchlis,,5,2015-05-20T11:43:25.977Z
Farda kusuma Anggi,Apik tapi go anak anak,5,2015-04-23T07:13:57.118Z
Wahyu Dion,,3,2015-04-10T13:18:13.759Z
YK park,Dance dining 8pm,4,2015-02-07T05:22:46.199Z
Nurul Affidah,,3,2015-01-31T06:51:56.548Z
Dennis “Dad” Bess,,4,2015-01-16T16:24:52.510Z
Lina Purwandari,,3,2014-12-27T11:53:38.321Z
Zark Aufa,,5,2014-12-02T06:12:39.065Z
tri widodo,That is purawisata  the good,3,2014-11-15T01:00:44.506Z
Rochmad Fajar Suryawan,,5,2014-11-02T03:59:09.941Z
Asrulhamdani Hudzaifah,,3,2014-07-21T09:36:23.622Z
Boy Anderson,Great Ramayana Ballet's Experienced. Love the Hanuman's acrobatic..,5,2014-06-19T10:23:50.268Z
Triman Igist,,3,2014-06-11T08:39:48.187Z
MrHam Pai,,5,2014-04-28T18:41:17.785Z
Didik siswanto,,5,2014-04-13T17:03:28.354Z
Parlan Raharjo,,4,2014-03-06T05:27:20.412Z
Ute Takai,,4,2014-03-03T13:41:22.065Z
Emery Filemon,The dances are great. Love the hanoman with his acrobatic jumps and fire dance. There are rooms for improvement in lighting. The usage of lasers and better (more) lighting will make the performance more awesome.,4,2014-03-01T14:46:31.905Z
dwi aji,hy,2,2014-01-10T09:27:34.708Z
amit priyadarshi,,5,2014-01-03T04:29:00.550Z
abhiseka tourandcarrental,"I just take my guest to Gazebo Restaurant at Purawisata, Yogyakarta. Nice Java house for restaurant and fully nice gardening around. Food also good....Indonesian touch..",4,2014-01-01T10:31:19.794Z
Gandung Aziz,sip,4,2013-11-24T04:50:47.208Z
kartika dewi,perlu dicoba.,4,2013-11-23T13:59:58.223Z
Hasna Luthfi,,4,2013-10-08T06:15:27.089Z
Pebri Larassati,,3,2013-09-19T16:49:29.677Z
Noel Rafellio,,3,2013-08-30T16:56:04.577Z
ayu novita,Pengen tau banyak tentang purawisata yogyakarta ...,5,2013-08-24T14:50:18.936Z
faizal wibowo,,3,2013-07-05T11:03:08.183Z
icko arief,Ramayana ballet nya lebih mengesankan,5,2013-06-09T20:59:37.464Z
Setiya Budi,Katanya si sering ada dangdutan,3,2013-06-04T16:07:32.028Z
Yanz Kazumaza,Good,3,2013-05-24T07:21:46.839Z
Adi,Hiburan lumayan dr pada msti jauh ke kidfun,3,2013-05-12T23:29:44.514Z
Awang Bura,Mantappppp,4,2013-05-09T05:37:39.253Z
muhammad Rengga Jhodystira,Pura wasata.. jooz gAndooz,3,2013-04-16T11:18:01.218Z
Joko Sulistiawan,Goyang dap..,3,2013-02-20T15:07:34.371Z
Syaifudin Iskandar,Koesplus tiap hari Jumat malam,5,2013-01-27T01:16:53.405Z
ribot gimbal,Ndangdutan,5,2013-01-13T18:29:26.137Z
Jatnika Prawiramiharja,,2,2012-12-26T18:53:35.248Z
Dwi Widodo,"Pi di sana bersama teman-taman T2,,
pentas Ramayana...
DLL........",5,2012-09-06T17:23:07.223Z
mayrina dian kurniasih,,4,2012-07-16T09:31:25.668Z
